"UID","ID_StoneNumber","ID_Building","ID_Room","ID_Masonry","ID_Trench","ID_Context","Check_Retained","Location_Address","Location_Grid","Location_X","Location_Y","Mesure_Weight","Mesure_Depth","Mesure_Width","Mesure_Length","Mesure_Diam","Description_Dimensions","Material_Type","Description_Material","Description_Finish","Description_Purpose","Description_Characteristics","Description_Condition","Description_Comments","Created_Date","Edit_LastEdit"
14,16.00,1.00,")",,,,0,"353,408.22E 177,556.35N m",,353408.22,177556.35,"N/A",0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:50:41 BY Admin; "
13,17.00,1.00,"(",,,,0,"353,407.79E 177,555.54N m",,353407.79,177555.54,"N/A",0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:50:51 BY Admin; "
12,18.00,1.00,"'",,,,0,"353,408.37E 177,555.72N m",,353408.37,177555.72,"N/A",0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:51:00 BY Admin; "
11,19.00,1.00,"&",,,,0,"353,407.96E 177,554.99N m",,353407.96,177554.99,"N/A",0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:51:09 BY Admin; "
10,20.00,1.00,"%",,,,0,"353,408.59E 177,555.14N m",,353408.59,177555.14,"N/A",0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:51:20 BY Admin; "
9,21.00,1.00,"",,,,0,"353,396.23E 177,551.21N m",,353396.23,177551.21,"N/A",0.00,0.00,0.00,0.00,,,,,"THRESHOLD",,,,16/03/2021 00:00:00,"EDIT ON 19/03/2021 15:53:51 BY Admin; "
7,22.00,1.00,"4",,,,0,"353,399.44E 177,556.40N m",,353399.44,177556.40,,0.00,0.00,0.00,0.00,,,,,,,,,19/03/2021 00:00:00,"EDIT ON 19/03/2021 15:55:50 BY Admin; "
18,23.00,1.00,"",,,,0,"Entrance to R.04-R.05",,353380.36,177549.47,"N/A",20.00,550.00,910.00,0.00,"L-760 x W-550 x L-920 x W-550",,"SANDSTONE","Dressed surface","THRESHOLD",,,,16/03/2021 00:00:00,"EDIT ON 19/03/2021 15:53:22 BY Admin; "
25,24.00,1.00,"$",,,,0,"Entrance to R.11-R.08",,353404.99,177556.42,"N/A",0.00,0.00,0.00,0.00,,,,,"THRESHOLD",,,,16/03/2021 00:00:00,"EDIT ON 19/03/2021 15:53:21 BY Admin; "
8,25.00,1.00,"",,,,0,"Entrance to R.12-R.10",,353401.65,177561.59,"N/A",0.00,0.00,0.00,0.00,,,,,"THRESHOLD",,,,16/03/2021 00:00:00,"EDIT ON 19/03/2021 15:53:19 BY Admin; "
